الجهة,اسم المنافسة,تاريخ الترسية,قيمة المنافسة
الشئون الصحية بمحافظة جدة,تأمين كساوي ومستهلكات غير طبية لزوم المرضى لمجمع إرادة والصحة النفسية بجدة(خدمات الصحة النفسية),2021-09-15,104489.0
أمانة منطقة القصيم,تأمين بلدورات اسمنتية مقاسين,2020-10-04,132880.0
إدارة التعليم بمحافظة الطائف,اصلاح ساتر بعدد من المباني المدرسية بنات ,2020-10-13,264500.0
أمانة منطقة القصيم,تأمين ادوات لحام لبلدية محافظة  البدائع ,2021-07-14,141636.0
الهيئة السعودية للمواصفات والمقاييس والجودة,توريد وتركيب أرفف وتخزين لمبنى المستودعات المركزية في الرياض,2020-09-16,55039.0
جامعة الملك خالد,تشغيل وتامين الحراسات الامنية فرع جامعة الملك خالد بتهامة,2021-08-13,11916576.0
جامعة الأميرة نورة بنت عبدالرحمن,مشروع الأعمال الإنشائية والكهربائية لتجهيز معامل كلية الهندسة بجامعة الأميرة نورة بنت عبدالرحمن,2021-03-05,1149313.45
جامعة الأمير سطام بن عبدالعزيز,تشغيل وصيانة خدمات الشبكة التلفزونية,2021-05-23,1999999.0
المديرية العامة للشؤون الصحية بمنطقة عسير,منافسة صيانة وإصلاح الأجهزة والمعدات الطبية للمستشفيات الثلاثة (الحرجة العام – المضة العام – بللحمر العام )بمنطقة عسير,2022-03-28,21217619.6
هيئة المساحة الجيولوجية السعودية,تأمين وتوريد قطع غيار مركبات لصالح هيئة المساحة الجيولوجية السعودية,2020-10-18,210725.54
أمانة منطقة القصيم,تشغيل مختبر سلامة الأغذية,2020-12-29,5606802.0
مدينة الملك فهد الطبية,استكمال تجهيز وتطوير أجهزة مستخدمي النظام الصحي,2021-10-10,16413625.7
جامعة جدة,صيانة وخدمات جهاز الرنين المغناطيسي,2020-09-13,444578.5
جامعة أم القرى,تجليد الكتب والمراجع وصيانتها من التلف,2020-10-18,315100.0
المديرية العامة للشؤون الصحية بمنطقة تبوك,توريد وتركيب أنظمة كاميرات المراقبة لمستشفيات منطقة تبوك ومبنى إدارة الطوارئ و الكوارث,2021-03-08,73946.15
المركز الوطني للتنافسية,تأسيس الشبكة لمبنى المركز الوطني للتنافسية,2021-06-09,2076108.8
المؤسسة العامة للخطوط الحديدية, تأمين الرخص والدعم الفني للاجهزة الرئيسية في مركز البيانات,2020-11-15,8966759.3
المديرية العامة للشؤن الصحية بالقصيم - المديرية العامة للشؤن الصحية بالقصيم,توسعة مباني مستشفى الصحة النفسية بالقصيم,2021-03-01,5563234.25
جامعة جدة,تأمين طاولات وكراسي لمعامل كلية الحاسبات,2021-03-11,1438650.0
إدارة التعليم بمحافظة الرس,تاهيل مبني الشؤون الصحية ليكون مقرا للروضة الثالثة,2020-10-26,238580.5
جامعة الملك خالد,توسعة مواقف الباصات بكلية البنات بمحايل عسير,2021-08-12,1115369.0
أمانة منطقة القصيم,تأمين ادوات سباكة لبلدية محافظة البدائع ,2020-10-15,432666.8
إدارة التعليم بمحافظة الطائف,صيانة مظلات بي في سي بعدد من المباني المدرسية بنات,2020-10-13,345000.0
وزارة المالية  -  الديوان العام,مشروع تصاميم إبداعية لوكالة التواصل والإعلام,2021-01-17,1172536.38
الهيئة العامة للأمن الغذائي,ترميم وتوسعة سكن العمال بفرع المؤسسة بعسير,2021-10-27,1977403.21
أمانة منطقة القصيم,تأمين وتوريد عشب صناعي خاص بالحدائق لبلدية محافظة البدائع ,2020-11-23,194925.0
جامعة الملك عبدالعزيز,تأثيث المكتبة المركزية بفرع الجامعة برابغ – شطر الطلاب,2021-08-25,303158.4
المؤسسة العامة لتحلية المياه المالحة,مشروع تركيب الأنظمة الأمنية المتكاملة لمحطات الشعيبة وأنظمة النقل التابعة لها,2021-11-01,247873210.0
أمانة محافظة الطائف,تأمين خدمة انترنت لأمانة الطائف والبلديات التابعة لها ,2020-12-01,278898.0
المديرية العامة للشؤون الصحية بمنطقة عسير,مشروع تطوير الموقع العام والمظلات والحواجز الخراسانية بمستشفى أبها للولادة والأطفال,2021-11-14,2826137.8
المؤسسة العامة للتدريب التقني والمهني,صيانة وتشغيل الكلية التقنية للبنين بالدوادمي ,2020-12-02,1107974.4
أمانة منطقة حائل,صيانة وتوريد وتركيب ملعب قرية غمرة,2022-08-16,289029.5
المؤسسة العامة للتدريب التقني والمهني,صيانة وتشغيل الكلية التقنية للبنين بوادي الدواسر ,2020-12-02,1107974.4
الهيئة الملكية للجبيل وينبع - الإدارة العامة بالجبيل,تراخيص انظمة المعلومات,2020-12-17,1963194.9
المديرية العامة للشؤون الصحية بمنطقة عسير,مشروع أعمال إنشائية لمستودع الأطراف الصناعية بمركز الأمير فيصل بن خالد لطب وجراحة القلب بمنطقة عسير,2021-11-14,2998625.0
المؤسسة العامة للتدريب التقني والمهني,صيانة وتشغيل الكلية التقنية للبنين بالنماص,2020-12-02,1107974.4
بنك التنمية الاجتماعية,مشروع تطبيق نظام إدارة استمرارية الأعمال ISO 22301  والمحافظة على التطبيقات المثلى,2020-10-07,379500.0
جامعة جدة,أجهزة ومستلزمات قسم الاشعة بكلية العلوم الطبية التطبيقية,2021-03-11,2500000.0
أمانة منطقة حائل,توريد وتركيب مكيفات شباك لبلدية الكهفة ,2020-11-08,8625.0
الهيئة العامة للغذاء والدواء,تجديد رخص مايكروسوفت  ,2021-04-28,5293507.53
جامعة القصيم,تفعيل قواعد المعلومات الإلكترونية والبرامج لجامعة القصيم لعام 2020م,2020-11-18,353349.0
المديرية العامة للشؤون الصحية بمنطقة عسير,مشروع استكمال أعمال تطوير قسم الطوارئ بمستشفى أحد رفيدة العام,2021-09-27,462990.0
المديرية العامة للشؤون الصحية بمنطقة عسير,مشروع إحلال وتطوير المداخل الرئيسية بمستشفى عسير المركزي,2021-09-19,2997906.25
مؤسسة البريد السعودي,ايجار شاحنات نقل حجم 5 طن صندوق جاف بدون ثلاجة مع السائقين,2021-07-19,1348812.0
الهيئة العامة للإحصاء,تقديم خدمة الرعاية والتأمين الطبي ,2021-12-17,26719754.93
جامعة الباحة,انشاء استديو مصغر لتصوير وانتاج مقاطع الفيديوهات التعليمية بعمادة التعلم الالكتروني وتقنية المعلومات ,2020-10-13,598900.45
الهيئة العامة للغذاء والدواء,تقديم خدمات الصيانه والدعم الفني لنظام C4SADAD ) و eMORASALA  و ( iApproval  ,2020-10-08,227700.0
إدارة التعليم بمحافظة الرس,صيانة واصلاح وتشغيل اجهزة التكييف والتبريد والتدفئة في المباني المدرسية قطاع دخنة (بنين - بنات),2021-03-01,1336500.0
بلدية محافظة ظهران الجنوب,صيانة الساحة الشعبية جداريات وممشى,2020-10-18,1291852.5
ميناء الملك فهد الصناعي بالجبيل,(مشروع توريد وتركيب بعض اللوحات الارشادية الخارجية بميناء الملك فهد الصناعي بالجبيل)  ,2021-02-21,782002.89
إدارة التعليم بمنطقة جازان,تأهيل ملعب الأمير محمد بن ناصر  				,2021-04-15,1996216.0
إدارة التعليم بمنطقة جازان,عملية تأهيل لمبنى الورشة الذاتية بجازان ,2021-04-15,648513.75
